City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
329,saint-pierre,-21.3393,55.4781,25.82000000000005,78,0,1.54,RE,1745167919
330,fujin,47.26,132.0322,5.900000000000034,69,9,1.38,CN,1745167920
331,gadzhiyevo,69.2551,33.3362,-3.759999999999991,83,17,5.42,RU,1745167921
332,walvis bay,-22.9575,14.5053,18.53000000000003,72,78,3.6,NA,1745167922
333,monteiro,-7.8894,-37.12,34.49000000000001,27,41,3.12,BR,1745167924
334,oriximina,-1.7656,-55.8661,30.670000000000016,67,51,1.7,BR,1745167925
335,berezovo,63.9381,65.0419,-6.25,71,64,7.77,RU,1745167927
336,kem',64.9555,34.5793,3.230000000000018,72,96,1.42,RU,1745167929
337,saint-francois,46.4154,3.9054,16.49000000000001,48,100,5.66,FR,1745167930
338,suleja,9.1758,7.1808,36.55000000000001,28,90,1.94,NG,1745167931
339,yigo village,13.5361,144.8886,26.620000000000005,86,40,3.6,GU,1745167900
340,huaraz,-9.5333,-77.5333,16.74000000000001,63,98,2.0,PE,1745167933
341,williams lake,52.1415,-122.1445,6.7000000000000455,69,100,3.6,CA,1745167934
342,badger,64.8,-147.5333,0.5500000000000114,76,0,1.54,US,1745167935
343,illizi,26.4833,8.4667,34.200000000000045,7,95,4.63,DZ,1745167936
344,mirnyy,62.5353,113.9611,-5.659999999999968,81,100,4.02,RU,1745167938
345,cuyo,10.8525,121.0086,29.28000000000003,78,100,5.2,PH,1745167939
346,levuka,50.1834,-105.4011,7.840000000000032,51,100,4.76,CA,1745167940
347,oban,56.4127,-5.4706,11.950000000000045,62,0,1.54,GB,1745167941
348,horta,38.5333,-28.6333,17.80000000000001,95,75,5.14,PT,1745167942
349,dhidhdhoo,6.8833,73.1,28.840000000000032,70,79,3.03,MV,1745167943
350,ghat,24.9647,10.1728,36.74000000000001,5,48,6.21,LY,1745167945
351,hinton,53.4001,-117.5857,6.240000000000009,40,90,1.03,CA,1745167946
352,ostersund,63.1792,14.6357,9.230000000000018,45,0,3.09,SE,1745167947
353,petrovskaya,45.4314,37.955,14.140000000000043,89,100,2.16,RU,1745167948
354,nizhniy odes,63.6445,54.856,-8.649999999999977,95,72,1.77,RU,1745167949
355,salalah,17.0151,54.0924,29.05000000000001,70,0,1.03,OM,1745167951
356,villa gesell,-37.2639,-56.973,16.170000000000016,62,76,2.82,AR,1745167952
357,ha'il,27.5219,41.6907,28.010000000000048,24,75,7.2,SA,1745167953
358,flying fish cove,-10.4217,105.6791,23.82000000000005,94,20,2.06,CX,1745167954
359,wau,7.7029,27.9953,32.83000000000004,25,96,2.16,SS,1745167955
360,fada n'gourma,12.0622,0.3578,38.870000000000005,16,85,4.29,BF,1745167956
361,san luis de la loma,17.2706,-100.8939,29.879999999999995,52,0,3.46,MX,1745167957
362,raffadali,37.4036,13.5331,18.450000000000045,62,0,1.45,IT,1745167958
363,majie,25.0333,102.6361,18.99000000000001,59,0,8.0,CN,1745167959
364,dean funes,-30.4204,-64.3498,14.110000000000014,53,100,3.01,AR,1745167835
365,new norfolk,-42.7826,147.0587,13.840000000000032,96,7,1.03,AU,1745167962
366,laguna,38.421,-121.4238,15.689999999999998,77,0,1.54,US,1745167963
367,asau,46.4333,26.4,18.58000000000004,55,93,0.61,RO,1745167964
368,talbahat,25.05,78.4333,32.860000000000014,17,0,2.36,IN,1745167965
369,sabha,27.0377,14.4283,35.39000000000004,8,1,4.61,LY,1745167720
370,geneina,13.45,22.45,31.77000000000004,8,0,4.75,SD,1745167967
371,nago,26.5881,127.9761,22.54000000000002,93,86,1.79,JP,1745167968
372,turtas,58.9417,69.1325,-1.4799999999999613,80,8,4.32,RU,1745167969
373,oranjemund,-28.55,16.4333,16.160000000000025,91,53,6.51,NA,1745167971
374,kourou,5.1552,-52.6478,28.150000000000034,72,100,4.26,GF,1745167972
375,cikampek,-6.4197,107.4558,29.910000000000025,87,100,1.65,ID,1745167973
376,ad dawadimi,24.5077,44.3924,32.64000000000004,27,61,9.09,SA,1745167974
377,ust'-kut,56.7938,105.7672,-6.089999999999975,97,99,1.2,RU,1745167975
378,vielha,42.6846,0.7726,1.6200000000000045,79,100,0.67,ES,1745167976
379,bahia blanca,-38.7196,-62.2724,17.930000000000007,42,5,3.65,AR,1745167689
380,zheleznogorsk-ilimskiy,56.5768,104.1217,-9.989999999999952,95,24,1.56,RU,1745167978
381,chonchi,-42.6128,-73.8092,11.180000000000007,95,100,3.14,CL,1745167683
382,svyetlahorsk,52.6329,29.7389,17.939999999999998,47,42,3.08,BY,1745167983
383,tuy hoa,13.0833,109.3,24.160000000000025,94,31,1.16,VN,1745167984
384,lerwick,60.1545,-1.1494,8.970000000000027,77,100,2.17,GB,1745167985
385,san jose del cabo,23.0589,-109.6977,25.970000000000027,36,8,2.58,MX,1745167986
386,dodola,6.9833,39.1833,14.110000000000014,66,88,1.5,ET,1745167987
387,iquitos,-3.7481,-73.2472,30.02000000000004,70,40,2.57,PE,1745167988
388,san andres,12.5847,-81.7006,29.010000000000048,79,75,6.17,CO,1745167989
389,castillos,-34.1667,-53.8333,16.129999999999995,66,95,3.2,UY,1745167990
390,aqadyr,48.2553,72.8483,11.090000000000032,52,63,7.26,KZ,1745167992
391,christchurch,-43.5333,172.6333,12.730000000000018,96,100,7.2,NZ,1745167993
392,hamilton,39.1834,-84.5333,21.600000000000023,65,95,2.24,US,1745167893
393,itoman,26.1247,127.6694,22.210000000000036,94,100,4.63,JP,1745167995
394,thatta,24.7475,67.9235,28.980000000000018,39,0,5.82,PK,1745167996
395,banda aceh,5.5577,95.3222,26.58000000000004,82,100,2.97,ID,1745167997
396,nar'yan-mar,67.6713,53.087,-9.849999999999966,91,52,3.58,RU,1745167998
397,at taj,24.2049,23.2857,30.78000000000003,9,1,2.03,LY,1745167999
398,songea,-10.6833,35.65,17.74000000000001,96,74,1.75,TZ,1745168001
399,baotou,40.6522,109.8222,14.53000000000003,59,96,4.54,CN,1745168002
400,cill airne,52.05,-9.5167,11.03000000000003,71,75,4.63,IE,1745168003
401,berriane,32.8265,3.7669,23.730000000000018,23,82,12.38,DZ,1745168004
402,hacienda huancane,-15.8222,-70.8856,3.330000000000041,94,88,3.43,PE,1745168005
403,fort bragg,35.139,-79.006,28.28000000000003,55,0,5.14,US,1745168006
404,paciran,-6.8767,112.3761,25.840000000000032,89,57,3.84,ID,1745168007
405,plunge,55.9114,21.8442,13.990000000000009,74,79,2.39,LT,1745168008
406,lompoc,34.6391,-120.4579,12.400000000000034,96,100,1.54,US,1745168009
407,vila velha,-20.3297,-40.2925,28.970000000000027,65,20,5.66,BR,1745168011
408,esfarayen,37.0765,57.5101,13.260000000000048,25,0,0.45,IR,1745167732
409,yarmouth,41.7057,-70.2286,17.189999999999998,43,0,7.2,US,1745168013
410,long beach,33.767,-118.1892,17.860000000000014,79,40,4.12,US,1745168014
411,nassau,40.7507,-73.5829,18.32000000000005,36,0,7.72,US,1745167762
412,al qitena,14.8648,32.3668,34.76000000000005,6,39,5.54,SD,1745168017
413,bakchar,57.0186,82.0711,3.1100000000000136,94,100,3.56,RU,1745168018
414,portland,45.5234,-122.6762,11.870000000000005,71,75,1.54,US,1745167936
415,chernyshevsk,52.5243,117.0174,-2.0600000000000023,44,4,5.77,RU,1745168020
416,lionel town,17.8101,-77.2406,32.05000000000001,52,0,3.45,JM,1745168022
417,cariati,39.4922,16.9594,19.100000000000023,66,36,2.82,IT,1745168024
418,gorgan,36.8387,54.4348,14.980000000000018,82,0,3.09,IR,1745168025
419,dordrecht,51.81,4.6736,16.100000000000023,66,93,2.68,NL,1745168026
420,haiku-pauwela,20.9219,-156.3051,22.360000000000014,85,20,6.17,US,1745168027
421,mugia,43.1041,-9.2179,13.28000000000003,71,99,5.45,ES,1745168028
422,vorkuta,67.5,64.0,-11.169999999999959,94,100,5.46,RU,1745168029
423,nacozari de garcia,30.3742,-109.6908,17.420000000000016,17,0,1.88,MX,1745168031
424,taos,36.4072,-105.5731,6.78000000000003,62,62,2.14,US,1745168032
425,kievka,50.2619,71.5514,16.510000000000048,56,82,8.29,KZ,1745168033
426,coahuayana de hidalgo,18.7,-103.6583,31.58000000000004,45,4,3.45,MX,1745168034
427,bokoro,12.3807,17.0568,38.400000000000034,14,12,4.58,TD,1745168035
428,krasnovishersk,60.4078,57.082,-4.079999999999984,94,33,1.17,RU,1745168036
429,manta,-0.95,-80.7333,26.879999999999995,78,75,2.57,EC,1745168037
430,afgooye,2.1381,45.1212,27.30000000000001,77,100,4.72,SO,1745168038
431,kiuruvesi,63.65,26.6167,6.78000000000003,76,100,2.95,FI,1745168039
432,saipan,15.1355,145.701,26.390000000000043,83,40,2.57,MP,1745168041
433,rehoboth,-23.3167,17.0833,24.32000000000005,32,20,3.65,NA,1745167769
434,dunedin,-45.8742,170.5036,12.150000000000034,92,100,4.55,NZ,1745168044
435,vilhena,-12.7406,-60.1458,30.120000000000005,66,40,2.06,BR,1745167803
436,key west,24.5557,-81.7826,29.0,57,0,9.26,US,1745167945
437,nadi,-17.8,177.4167,23.0,100,20,0.0,FJ,1745167776
438,tutoia,-2.7619,-42.2744,27.03000000000003,88,100,4.4,BR,1745168048
439,carnarvon,-24.8667,113.6333,25.700000000000045,61,72,1.42,AU,1745168050
440,musoma,-1.5,33.8,21.879999999999995,77,77,2.67,TZ,1745168051
441,gobabis,-22.45,18.9667,23.460000000000036,39,84,4.75,NA,1745168052
442,namibe,-15.1961,12.1522,22.720000000000027,74,1,5.15,AO,1745168053
443,gariaband,20.635,82.0614,29.620000000000005,36,24,2.63,IN,1745168054
444,brisas de zicatela,15.8369,-97.0419,30.29000000000002,66,0,5.14,MX,1745168055
445,vung tau,10.346,107.0843,27.879999999999995,79,65,6.25,VN,1745168056
446,tadine,-21.55,167.8833,22.129999999999995,74,62,4.38,NC,1745168058
447,kidal,18.4411,1.4078,39.900000000000034,5,60,2.82,ML,1745168059
448,alofi,-19.0595,-169.9187,24.939999999999998,88,20,3.09,NU,1745168060
449,richards bay,-28.783,32.0377,20.140000000000043,86,2,2.5,ZA,1745168061
450,bodaybo,57.8506,114.1933,-4.319999999999993,95,100,2.57,RU,1745168062
451,corner brook,48.9667,-57.9484,6.480000000000018,97,100,1.57,CA,1745168063
452,cooma,-36.2333,149.1333,10.04000000000002,88,71,0.47,AU,1745168064
453,madison,34.7334,-86.5667,27.189999999999998,59,40,6.17,US,1745168065
454,hilo,19.7297,-155.09,20.83000000000004,83,75,1.54,US,1745167795
455,afaahiti,-17.75,-149.2833,26.30000000000001,80,100,7.36,PF,1745168068
456,vytegra,61.0064,36.4481,5.82000000000005,92,100,4.53,RU,1745168069
457,belmonte,-15.8631,-38.8828,29.24000000000001,64,35,4.93,BR,1745168070
458,carrigaline,51.8117,-8.3986,11.490000000000009,76,75,6.17,IE,1745168071
459,gunnedah,-30.9833,150.25,14.460000000000036,81,31,0.15,AU,1745168072
460,port hedland,-20.3167,118.5667,26.03000000000003,50,100,3.6,AU,1745168073
461,nadym,65.5333,72.5167,-4.389999999999986,95,100,9.41,RU,1745168074
462,codajas,-3.8367,-62.0569,33.150000000000034,56,55,0.89,BR,1745168075
463,manado,1.487,124.8455,25.430000000000007,94,40,1.03,ID,1745168076
464,chemille-melay,47.2148,-0.7249,10.100000000000023,89,100,5.51,FR,1745168078
465,bundaberg north,-24.8551,152.3425,19.03000000000003,84,0,0.48,AU,1745168079
466,baharly,38.4362,57.4316,18.150000000000034,29,0,4.57,TM,1745168080
467,masaka,-0.3338,31.7341,18.689999999999998,82,97,1.93,UG,1745168081
468,kapuskasing,49.4169,-82.4331,4.050000000000011,41,20,4.12,CA,1745167973
469,greater sudbury,46.49,-80.99,6.140000000000043,51,49,1.79,CA,1745168084
470,balkashino,52.5167,68.7667,16.80000000000001,50,28,7.98,KZ,1745168085
471,colares,38.7992,-9.4469,16.850000000000023,65,20,5.66,PT,1745168086
472,aflou,34.1128,2.1023,7.57000000000005,62,90,8.72,DZ,1745168087
473,axim,4.8699,-2.2405,29.05000000000001,71,61,4.57,GH,1745168088
474,lae,-6.7221,146.9847,22.620000000000005,92,90,2.62,PG,1745168089
475,kingsford,-33.924,151.2275,21.480000000000018,68,64,3.53,AU,1745168090
476,antsiranana,-12.2787,49.2917,25.510000000000048,87,1,3.23,MG,1745168092
477,puerto lopez,4.0845,-72.956,24.879999999999995,89,100,1.8,CO,1745168093
478,ternate,0.8,127.4,26.670000000000016,81,96,3.22,ID,1745168065
479,mirny,62.5353,113.9611,-5.659999999999968,81,100,4.02,RU,1745167938
480,la passe,45.5549,-0.8967,12.770000000000039,85,98,5.58,FR,1745168096
481,shahrak,34.1074,64.3052,5.960000000000036,50,0,1.92,AF,1745168097
482,bloemfontein,-29.1211,26.214,13.710000000000036,94,40,1.03,ZA,1745168098
483,tibanbang,6.6315,126.1055,26.74000000000001,84,99,3.29,PH,1745168100
484,bengkulu,-3.8004,102.2655,23.879999999999995,93,80,2.44,ID,1745168101
485,ixmiquilpan,20.4833,-99.2333,27.410000000000025,21,26,2.73,MX,1745168102
486,sirjan,29.452,55.6814,19.55000000000001,9,0,4.96,IR,1745168103
487,nurdagi,37.1773,36.7419,16.689999999999998,50,62,2.84,TR,1745168104
488,makoua,0.0069,15.6333,28.930000000000007,58,46,1.08,CG,1745168105
489,floro,61.5996,5.0328,11.980000000000018,62,75,0.51,NO,1745168018
490,khanty-mansiysk,61.0042,69.0019,-0.9399999999999977,51,20,5.0,RU,1745168107
491,lake monticello,37.9232,-78.3347,26.890000000000043,57,100,0.89,US,1745168108
492,martapura,-3.4167,114.85,28.05000000000001,89,100,2.06,ID,1745168110
493,escanaba,45.7453,-87.0646,7.920000000000016,60,100,1.79,US,1745168111
494,sanibel,26.449,-82.0223,30.010000000000048,48,97,3.58,US,1745168113
495,taoudenni,22.6783,-3.9836,37.48000000000002,11,92,6.35,ML,1745168114
496,melfort,52.8667,-104.6177,9.07000000000005,46,59,3.09,CA,1745168115
497,nykvarn,59.8,18.3,5.990000000000009,93,100,1.62,SE,1745168116
498,monte alegre,-2.0078,-54.0692,31.510000000000048,56,24,2.48,BR,1745168117
499,sturgis,41.7992,-85.4192,15.600000000000023,52,20,7.2,US,1745168118
500,thinadhoo,0.5333,72.9333,28.710000000000036,75,8,3.87,MV,1745168120
501,bel ombre,-4.6167,55.4167,27.910000000000025,83,20,2.06,SC,1745168121
502,veinticinco de mayo,-35.4323,-60.1727,19.430000000000007,56,89,0.89,AR,1745167994
503,mossel bay,-34.1831,22.146,17.960000000000036,86,86,4.21,ZA,1745168123
504,ardabil,38.2498,48.2933,9.75,81,75,4.12,IR,1745168124
505,yangambi,0.8102,24.4336,26.010000000000048,66,16,0.31,CD,1745168125
506,waingapu,-9.6567,120.2641,24.910000000000025,87,70,2.38,ID,1745168127
507,boende,-0.2167,20.8667,27.49000000000001,61,25,0.22,CD,1745168128
508,aykhal,66.0,111.5,-16.19999999999999,87,57,1.99,RU,1745168129
509,pecan plantation,32.3604,-97.6756,20.660000000000025,61,87,3.13,US,1745168130
510,orapa,-21.2833,25.3667,24.810000000000002,42,86,1.46,BW,1745168131
511,parvatsar,26.8833,74.7667,27.970000000000027,8,0,4.15,IN,1745168132
512,mount pearl,47.5166,-52.7813,7.920000000000016,94,100,3.09,CA,1745168133
513,owen sound,44.5672,-80.9435,5.210000000000036,72,100,4.02,CA,1745167920
514,kalghatgi,15.1833,74.9667,25.980000000000018,73,62,4.21,IN,1745168136
515,spring creek,40.7266,-115.5859,13.230000000000018,38,1,2.68,US,1745168137
516,ji'an,27.1172,114.9793,22.439999999999998,95,89,1.88,CN,1745168138
517,minas de marcona,-15.2119,-75.1103,21.32000000000005,59,88,4.75,PE,1745168139
518,hovd,48.0056,91.6419,-0.4199999999999591,25,58,3.74,MN,1745168140
519,ganges,43.9338,3.7078,14.310000000000002,70,30,3.25,FR,1745168141
520,beaufort west,-32.3567,22.583,19.939999999999998,50,75,1.32,ZA,1745168142
521,turpan,42.9333,89.1667,14.879999999999995,23,0,1.7,CN,1745168143
522,ixtapa,20.7,-105.2,26.79000000000002,23,100,2.82,MX,1745168144
523,boiling springs,35.0465,-81.9818,26.77000000000004,55,100,0.89,US,1745168033
524,general roca,-39.0333,-67.5833,19.410000000000025,39,52,6.61,AR,1745168001
525,san pedro,14.35,121.0167,29.57000000000005,76,20,4.63,PH,1745168148
526,bridgewater,44.3835,-64.5155,10.379999999999995,54,69,15.43,CA,1745168149
527,flin flon,54.7682,-101.865,9.910000000000025,46,0,5.14,CA,1745168150
528,leh,34.1667,77.5833,-5.109999999999957,95,100,0.77,IN,1745168151
529,puerto leguizamo,-0.1934,-74.7819,24.480000000000018,93,100,2.32,CO,1745168152
530,eyl,7.9803,49.8164,27.83000000000004,71,12,6.42,SO,1745168155
531,kurmuk,10.55,34.2833,31.910000000000025,13,99,0.82,SD,1745168157
532,dongsheng,39.8161,109.9776,12.620000000000005,74,98,7.15,CN,1745168158
533,gizo,-8.103,156.8419,26.980000000000018,80,99,3.5,SB,1745168160
534,isla vista,34.4133,-119.861,17.420000000000016,82,40,0.0,US,1745168161
535,shingu,33.7333,135.9833,16.140000000000043,86,1,2.92,JP,1745168162
536,selfoss,63.9331,-20.9971,5.8799999999999955,43,2,4.76,IS,1745168163
537,dom pedrito,-30.9828,-54.6731,19.960000000000036,41,95,2.6,BR,1745168164
538,balabac,7.9868,117.0645,28.140000000000043,81,84,4.75,PH,1745168165
539,kintampo,8.0563,-1.7306,35.22000000000003,32,31,1.18,GH,1745168167
540,riobamba,-1.6667,-78.6333,18.980000000000018,58,37,4.15,EC,1745168168
541,waimea,20.0231,-155.6717,18.03000000000003,92,14,2.68,US,1745167858
542,namsos,64.4662,11.4957,10.950000000000045,35,0,1.03,NO,1745168178
543,karachi,24.9056,67.0822,28.900000000000034,39,0,3.6,PK,1745168180
544,benguela,-12.5763,13.4055,25.410000000000025,85,12,2.79,AO,1745168181
545,greymouth,-42.4667,171.2,14.180000000000007,87,100,3.67,NZ,1745168182
546,brindisi,40.5833,17.6667,20.55000000000001,51,14,3.03,IT,1745168183
547,kirakira,-10.4544,161.9205,25.650000000000034,84,99,3.09,SB,1745168184
548,progreso,21.2833,-89.6667,31.430000000000007,48,92,4.05,MX,1745168186
549,talcahuano,-36.7167,-73.1167,10.82000000000005,93,100,3.09,CL,1745168158
550,qiqihar,47.3408,123.9672,12.29000000000002,63,100,2.89,CN,1745168188
551,menaka,15.9182,2.4022,40.460000000000036,4,60,1.75,ML,1745168189
552,houghton,47.1219,-88.569,9.340000000000032,70,0,3.6,US,1745168106
553,uthal,25.8072,66.6219,29.379999999999995,30,0,4.05,PK,1745168191
554,ust-tsilma,65.441,52.1498,-6.25,94,86,1.29,RU,1745168193
555,abu jibeha,11.4562,31.2285,34.53000000000003,8,22,0.34,SD,1745168194
556,bafoulabe,13.8065,-10.8321,41.94,9,93,1.7,ML,1745168195
557,puyang chengguanzhen,35.7028,115.0053,17.620000000000005,49,0,6.43,CN,1745168196
558,bonthe,7.5264,-12.505,29.54000000000002,66,56,4.62,SL,1745168197
559,constitucion,-35.3333,-72.4167,18.03000000000003,56,11,2.08,CL,1745168156
560,mortagne-sur-sevre,46.992,-0.9474,10.160000000000025,86,100,6.06,FR,1745168200
561,praya,14.9215,-23.5087,24.30000000000001,64,75,6.17,CV,1745168201
562,altamira,-3.2033,-52.2064,30.05000000000001,70,75,3.6,BR,1745168119
563,zhenzhou,32.2692,119.1789,11.760000000000048,66,84,4.36,CN,1745168203
564,zalingei,12.9096,23.4741,32.01000000000005,8,66,4.05,SD,1745168204
565,port douglas,-16.4833,145.4667,24.79000000000002,80,90,2.97,AU,1745168205
566,chernyshevskiy,63.0128,112.4714,-8.019999999999982,94,100,1.17,RU,1745168206
567,idrinskoye,54.3708,92.1358,1.8500000000000227,45,100,5.82,RU,1745168207
